"projectID";"topic";"title"
"648932";"ERC-CoG-2014";"ERC Consolidator Grant"
"647995";"ERC-CoG-2014";"ERC Consolidator Grant"
"816784";"ERC-2018-COG";"ERC Consolidator Grant"
"648489";"ERC-CoG-2014";"ERC Consolidator Grant"
"737596";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"949595";"ERC-2020-STG";"ERC STARTING GRANTS"
"715147";"ERC-2016-STG";"ERC Starting Grant"
"834441";"ERC-2018-ADG";"ERC Advanced Grant"
"951281";"ERC-2020-SyG";"ERC Synergy Grant"
"692739";"ERC-ADG-2015";"ERC Advanced Grant"
"695405";"ERC-ADG-2015";"ERC Advanced Grant"
"758887";"ERC-2017-STG";"ERC Starting Grant"
"670629";"ERC-ADG-2014";"ERC Advanced Grant"
"715530";"ERC-2016-STG";"ERC Starting Grant"
"957533";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"803051";"ERC-2018-STG";"ERC Starting Grant"
"853051";"ERC-2019-STG";"ERC Starting Grant"
"818450";"ERC-2018-COG";"ERC Consolidator Grant"
"862545";"ERC-2019-POC";"ERC Proof of Concept Grant"
"714691";"ERC-2016-STG";"ERC Starting Grant"
"825159";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"803506";"ERC-2018-STG";"ERC Starting Grant"
"817540";"ERC-2018-COG";"ERC Consolidator Grant"
"670166";"ERC-ADG-2014";"ERC Advanced Grant"
"640749";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"755284";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"802567";"ERC-2018-STG";"ERC Starting Grant"
"865474";"ERC-2019-COG";"ERC Consolidator Grant"
"818943";"ERC-2018-COG";"ERC Consolidator Grant"
"803932";"ERC-2018-STG";"ERC Starting Grant"
"101000060";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"101020872";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"648861";"ERC-CoG-2014";"ERC Consolidator Grant"
"884900";"ERC-2019-ADG";"ERC Advanced Grant"
"835692";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"669562";"ERC-ADG-2014";"ERC Advanced Grant"
"856455";"ERC-2019-SyG";"ERC Synergy Grant"
"770769";"ERC-2017-COG";"ERC Consolidator Grant"
"101002859";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"951329";"ERC-2020-SyG";"ERC Synergy Grant"
"819814";"ERC-2018-COG";"ERC Consolidator Grant"
"101021560";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"805426";"ERC-2018-STG";"ERC Starting Grant"
"819585";"ERC-2018-COG";"ERC Consolidator Grant"
"862216";"ERC-2019-POC";"ERC Proof of Concept Grant"
"949906";"ERC-2020-STG";"ERC STARTING GRANTS"
"669334";"ERC-ADG-2014";"ERC Advanced Grant"
"101003142";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"759540";"ERC-2017-STG";"ERC Starting Grant"
"948932";"ERC-2020-STG";"ERC STARTING GRANTS"
"640678";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"665647";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"101020762";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"866340";"ERC-2019-COG";"ERC Consolidator Grant"
"802242";"ERC-2018-STG";"ERC Starting Grant"
"802000";"ERC-2018-STG";"ERC Starting Grant"
"682537";"ERC-CoG-2015";"ERC Consolidator Grant"
"851765";"ERC-2019-STG";"ERC Starting Grant"
"714769";"ERC-2016-STG";"ERC Starting Grant"
"648082";"ERC-CoG-2014";"ERC Consolidator Grant"
"101001394";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"772200";"ERC-2017-COG";"ERC Consolidator Grant"
"772257";"ERC-2017-COG";"ERC Consolidator Grant"
"757229";"ERC-2017-STG";"ERC Starting Grant"
"834389";"ERC-2018-ADG";"ERC Advanced Grant"
"758984";"ERC-2017-STG";"ERC Starting Grant"
"754695";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"819734";"ERC-2018-COG";"ERC Consolidator Grant"
"714317";"ERC-2016-STG";"ERC Starting Grant"
"101001071";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"757455";"ERC-2017-STG";"ERC Starting Grant"
"833849";"ERC-2018-ADG";"ERC Advanced Grant"
"825798";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"647471";"ERC-CoG-2014";"ERC Consolidator Grant"
"810377";"ERC-2018-SyG";"ERC Synergy Grant"
"695305";"ERC-ADG-2015";"ERC Advanced Grant"
"101019498";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"715022";"ERC-2016-STG";"ERC Starting Grant"
"875658";"ERC-2019-POC";"ERC Proof of Concept Grant"
"690462";"SC5-02-2015";"ERA for Climate Services"
"715980";"ERC-2016-STG";"ERC Starting Grant"
"803952";"ERC-2018-STG";"ERC Starting Grant"
"946012";"ERC-2020-STG";"ERC STARTING GRANTS"
"725369";"ERC-2016-COG";"ERC Consolidator Grant"
"694424";"ERC-ADG-2015";"ERC Advanced Grant"
"758848";"ERC-2017-STG";"ERC Starting Grant"
"853404";"ERC-2019-STG";"ERC Starting Grant"
"647035";"ERC-CoG-2014";"ERC Consolidator Grant"
"648701";"ERC-CoG-2014";"ERC Consolidator Grant"
"773122";"ERC-2017-COG";"ERC Consolidator Grant"
"949397";"ERC-2020-STG";"ERC STARTING GRANTS"
"852172";"ERC-2019-STG";"ERC Starting Grant"
"819219";"ERC-2018-COG";"ERC Consolidator Grant"
"683258";"ERC-CoG-2015";"ERC Consolidator Grant"
"101001226";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"852012";"ERC-2019-STG";"ERC Starting Grant"
"771417";"ERC-2017-COG";"ERC Consolidator Grant"
"101020127";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"957581";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"812994";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"680552";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"949557";"ERC-2020-STG";"ERC STARTING GRANTS"
"713732";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"864174";"ERC-2019-COG";"ERC Consolidator Grant"
"899888";"ERC-2019-POC";"ERC Proof of Concept Grant"
"951515";"ERC-2020-SyG";"ERC Synergy Grant"
"692908";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"834385";"ERC-2018-ADG";"ERC Advanced Grant"
"693087";"ERC-ADG-2015";"ERC Advanced Grant"
"670467";"ERC-ADG-2014";"ERC Advanced Grant"
"715016";"ERC-2016-STG";"ERC Starting Grant"
"950480";"ERC-2020-STG";"ERC STARTING GRANTS"
"757343";"ERC-2017-STG";"ERC Starting Grant"
"757259";"ERC-2017-STG";"ERC Starting Grant"
"772027";"ERC-2017-COG";"ERC Consolidator Grant"
"948356";"ERC-2020-STG";"ERC STARTING GRANTS"
"803714";"ERC-2018-STG";"ERC Starting Grant"
"688172";"ICT-27-2015";"Photonics KET"
"948007";"ERC-2020-STG";"ERC STARTING GRANTS"
"865411";"ERC-2019-COG";"ERC Consolidator Grant"
"886780";"MSCA-IF-2019";"Individual Fellowships"
"766726";"FETOPEN-01-2016-2017";"FET-Open research and innovation actions"
"956396";"MSCA-ITN-2020";"Innovative Training Networks"
"687312";"COMPET-05-2015";"Scientific exploitation of astrophysics, comets, and planetary data"
"706128";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"892837";"MSCA-IF-2019";"Individual Fellowships"
"896746";"MSCA-IF-2019";"Individual Fellowships"
"889508";"MSCA-IF-2019";"Individual Fellowships"
"739560";"INFRADEV-02-2016";"Preparatory Phase and support to early phase of ESFRI projects"
"788974";"ERC-2017-ADG";"ERC Advanced Grant"
"704786";"MSCA-IF-2015-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"101002955";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"674911";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"681484";"ERC-CoG-2015";"ERC Consolidator Grant"
"700099";"DRS-01-2015";"Crisis management topic 1: potential of current and new measures and technologies to respond to extreme weather and climate events"
"866267";"ERC-2019-COG";"ERC Consolidator Grant"
"714581";"ERC-2016-STG";"ERC Starting Grant"
"730976";"INFRAIA-02-2017";"Integrating Activities for Starting Communities"
"798205";"MSCA-IF-2017";"Individual Fellowships"
"845430";"MSCA-IF-2018";"Individual Fellowships"
"101019965";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"785911";"ERC-2017-ADG";"ERC Advanced Grant"
"839709";"MSCA-IF-2018";"Individual Fellowships"
"661818";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"826013";"LC-SC3-RES-2-2018";"Disruptive innovation in clean energy technologies"
"657195";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"951146";"ERC-2020-SyG";"ERC Synergy Grant"
"794958";"MSCA-IF-2017";"Individual Fellowships"
"863245";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"856879";"ICT-25-2018-2020";"Interactive Technologies"
"646433";"LCE-10-2014";"Next generation technologies for energy storage"
"797629";"MSCA-IF-2017";"Individual Fellowships"
"101004168";"SPACE-30-SCI-2020";"Scientific data exploitation"
"776193";"EO-2-2017";"EO Big Data Shift"
"695351";"ERC-ADG-2015";"ERC Advanced Grant"
"825430";"ICT-07-2018";"Electronic Smart Systems (ESS)"
"101028873";"MSCA-IF-2020";"Individual Fellowships"
"899141";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"822419";"GOVERNANCE-02-2018-2019";"Past, present and future of differentiation in European governance"
"734899";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"659526";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"734736";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"656354";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"871479";"ICT-10-2019-2020";"Robotics Core Technology"
"686709";"COMPET-05-2015";"Scientific exploitation of astrophysics, comets, and planetary data"
"789463";"ERC-2017-PoC";"ERC-Proof of Concept"
"871464";"ICT-20-2019-2020";"5G Long Term Evolution"
"948688";"ERC-2020-STG";"ERC STARTING GRANTS"
"687931";"ICT-25-2015";"Generic micro- and nano-electronic technologies"
"832352";"ERC-2018-ADG";"ERC Advanced Grant"
"725613";"ERC-2016-COG";"ERC Consolidator Grant"
"682241";"ERC-CoG-2015";"ERC Consolidator Grant"
"834068";"ERC-2018-ADG";"ERC Advanced Grant"
"849125";"ERC-2019-STG";"ERC Starting Grant"
"884442";"ERC-2019-ADG";"ERC Advanced Grant"
"692448";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"825803";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"682622";"ERC-CoG-2015";"ERC Consolidator Grant"
"834788";"ERC-2018-ADG";"ERC Advanced Grant"
"771468";"ERC-2017-COG";"ERC Consolidator Grant"
"966581";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"963281";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"101001848";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"101020405";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"772544";"ERC-2017-COG";"ERC Consolidator Grant"
"759320";"ERC-2017-STG";"ERC Starting Grant"
"727417";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"865657";"ERC-2019-COG";"ERC Consolidator Grant"
"818996";"ERC-2018-COG";"ERC Consolidator Grant"
"683031";"ERC-CoG-2015";"ERC Consolidator Grant"
"681814";"ERC-CoG-2015";"ERC Consolidator Grant"
"695262";"ERC-ADG-2015";"ERC Advanced Grant"
"694295";"ERC-ADG-2015";"ERC Advanced Grant"
"101000970";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"864888";"ERC-2019-COG";"ERC Consolidator Grant"
"840415";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"648229";"ERC-CoG-2014";"ERC Consolidator Grant"
"682663";"ERC-CoG-2015";"ERC Consolidator Grant"
"804884";"ERC-2018-STG";"ERC Starting Grant"
"714680";"ERC-2016-STG";"ERC Starting Grant"
"715940";"ERC-2016-STG";"ERC Starting Grant"
"755617";"ERC-2017-STG";"ERC Starting Grant"
"715466";"ERC-2016-STG";"ERC Starting Grant"
"803419";"ERC-2018-STG";"ERC Starting Grant"
"852050";"ERC-2019-STG";"ERC Starting Grant"
"695573";"ERC-ADG-2015";"ERC Advanced Grant"
"852662";"ERC-2019-STG";"ERC Starting Grant"
"802952";"ERC-2018-STG";"ERC Starting Grant"
"681178";"ERC-CoG-2015";"ERC Consolidator Grant"
"883781";"ERC-2019-ADG";"ERC Advanced Grant"
"772817";"ERC-2017-COG";"ERC Consolidator Grant"
"862093";"ERC-2019-POC";"ERC Proof of Concept Grant"
"851676";"ERC-2019-STG";"ERC Starting Grant"
"864138";"ERC-2019-COG";"ERC Consolidator Grant"
"852176";"ERC-2019-STG";"ERC Starting Grant"
"948624";"ERC-2020-STG";"ERC STARTING GRANTS"
"681404";"ERC-CoG-2015";"ERC Consolidator Grant"
"949880";"ERC-2020-STG";"ERC STARTING GRANTS"
"695075";"ERC-ADG-2015";"ERC Advanced Grant"
"758815";"ERC-2017-STG";"ERC Starting Grant"
"683680";"ERC";"European Research Council"
"757961";"ERC-2017-STG";"ERC Starting Grant"
"818260";"ERC-2018-COG";"ERC Consolidator Grant"
"695446";"ERC-ADG-2015";"ERC Advanced Grant"
"963950";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"681707";"ERC-CoG-2015";"ERC Consolidator Grant"
"647134";"ERC-CoG-2014";"ERC Consolidator Grant"
"771527";"ERC-2017-COG";"ERC Consolidator Grant"
"648913";"ERC-CoG-2014";"ERC Consolidator Grant"
"101001902";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"885220";"ERC-2019-ADG";"ERC Advanced Grant"
"863490";"ERC-2019-COG";"ERC Consolidator Grant"
"715782";"ERC-2016-STG";"ERC Starting Grant"
"780255";"ERC-2017-PoC";"ERC-Proof of Concept"
"758495";"ERC-2017-STG";"ERC Starting Grant"
"957513";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"851504";"ERC-2019-STG";"ERC Starting Grant"
"834394";"ERC-2018-ADG";"ERC Advanced Grant"
"757490";"ERC-2017-STG";"ERC Starting Grant"
"885682";"ERC-2019-ADG";"ERC Advanced Grant"
"727682";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"681012";"ERC-CoG-2015";"ERC Consolidator Grant"
"771676";"ERC-2017-COG";"ERC Consolidator Grant"
"715539";"ERC-2016-STG";"ERC Starting Grant"
"899774";"ERC-2019-POC";"ERC Proof of Concept Grant"
"865570";"ERC-2019-COG";"ERC Consolidator Grant"
"101018214";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"724289";"ERC-2016-COG";"ERC Consolidator Grant"
"850590";"ERC-2019-STG";"ERC Starting Grant"
"669424";"ERC-ADG-2014";"ERC Advanced Grant"
"101002047";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"852205";"ERC-2019-STG";"ERC Starting Grant"
"714289";"ERC-2016-STG";"ERC Starting Grant"
"715051";"ERC-2016-STG";"ERC Starting Grant"
"714793";"ERC-2016-STG";"ERC Starting Grant"
"101001694";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"851794";"ERC-2019-STG";"ERC Starting Grant"
"665718";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"805268";"ERC-2018-STG";"ERC Starting Grant"
"949570";"ERC-2020-STG";"ERC STARTING GRANTS"
"101001957";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"950319";"ERC-2020-STG";"ERC STARTING GRANTS"
"695070";"ERC-ADG-2015";"ERC Advanced Grant"
"726396";"ERC-2016-COG";"ERC Consolidator Grant"
"101019998";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"811195";"IBA-ERC-VPRES-SUP-18";"Support to the Vice-Chairs"
"648115";"ERC-CoG-2014";"ERC Consolidator Grant"
"890644";"ERC-2019-POC";"ERC Proof of Concept Grant"
"832346";"ERC-2018-ADG";"ERC Advanced Grant"
"757397";"ERC-2017-STG";"ERC Starting Grant"
"820047";"ERC-2018-COG";"ERC Consolidator Grant"
"885539";"ERC-2019-ADG";"ERC Advanced Grant"
"883669";"ERC-2019-ADG";"ERC Advanced Grant"
"947821";"ERC-2020-STG";"ERC STARTING GRANTS"
"101003304";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"767058";"ERC-2017-PoC";"ERC-Proof of Concept"
"646990";"ERC-CoG-2014";"ERC Consolidator Grant"
"666992";"PHC-02-2015";"Understanding disease: systems medicine"
"648711";"ERC-CoG-2014";"ERC Consolidator Grant"
"101002057";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"757733";"ERC-2017-STG";"ERC Starting Grant"
"780915";"ERC-2017-PoC";"ERC-Proof of Concept"
"948557";"ERC-2020-STG";"ERC STARTING GRANTS"
"725034";"ERC-2016-COG";"ERC Consolidator Grant"
"899436";"ERC-2019-POC";"ERC Proof of Concept Grant"
"771528";"ERC-2017-COG";"ERC Consolidator Grant"
"885281";"ERC-2019-ADG";"ERC Advanced Grant"
"737472";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"834148";"ERC-2018-ADG";"ERC Advanced Grant"
"765811";"MSCA-ITN-2017";"Innovative Training Networks"
"702084";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"772204";"ERC-2017-COG";"ERC Consolidator Grant"
"956401";"MSCA-ITN-2020";"Innovative Training Networks"
"899537";"ERC-2019-POC";"ERC Proof of Concept Grant"
"721537";"MSCA-ITN-2016";"Innovative Training Networks"
"116106";"IMI2-2015-07-01";"VALIDATION OF TRANSLATIONAL IMAGING METHODS IN DRUG SAFETY ASSESSMENT (TRISTAN)"
"882450";"ERC-2019-ADG";"ERC Advanced Grant"
"664828";"FETOPEN-RIA-2014-2015";"FET-Open research projects"
"818843";"ERC-2018-COG";"ERC Consolidator Grant"
"783176";"ECSEL-2017-1";"IA"
"757557";"ERC-2017-STG";"ERC Starting Grant"
"716314";"ERC-2016-STG";"ERC Starting Grant"
"857269";"WIDESPREAD-03-2018";"Twinning"
"759702";"ERC-2017-STG";"ERC Starting Grant"
"675752";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"641122";"FETPROACT-3-2014";"Quantum simulation"
"647315";"ERC-CoG-2014";"ERC Consolidator Grant"
"900009";"NFRP-2019-2020-12";"Further integrating Radiation Protection research in the EU"
"870743";"DT-TRANSFORMATIONS-11-2019";"Collaborative approaches to cultural heritage for social cohesion"
"952851";"LC-SC3-RES-28-2018-2019-2020";"Market Uptake support"
"841210";"MSCA-IF-2018";"Individual Fellowships"
"731019";"INFRAIA-01-2016-2017";"Integrating Activities for Advanced Communities"
"844070";"MSCA-IF-2018";"Individual Fellowships"
"755171";"NFRP-3";"Investigating the safety of closed nuclear fuel cycle options and fuel developments"
"642028";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"897931";"MSCA-IF-2019";"Individual Fellowships"
"649180";"REFLECTIVE-10-2014";"Mobilising the network of National Contact Points in Societal Challenge 6"
"688945";"INFRADEV-2-2015";"Preparatory Phase of ESFRI projects"
"834177";"ERC-2018-ADG";"ERC Advanced Grant"
"644856";"ICT-02-2014";"Smart System Integration"
"660684";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"850853";"ERC-2019-STG";"ERC Starting Grant"
"725144";"ERC-2016-COG";"ERC Consolidator Grant"
"647916";"ERC-CoG-2014";"ERC Consolidator Grant"
"665066";"REFLECTIVE-7-2014";"Advanced 3D modelling for accessing and understanding European cultural assets"
"955930";"LC-BAT-13-2020";"Sensing functionalities for smart battery cell chemistries"
"956099";"MSCA-ITN-2020";"Innovative Training Networks"
"725142";"ERC-2016-COG";"ERC Consolidator Grant"
"675662";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"825246";"ICT-04-2018";"Photonics based manufacturing, access to photonics, datacom photonics and connected lighting"
"835067";"ERC-2018-ADG";"ERC Advanced Grant"
"101001689";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"730871";"INFRAIA-01-2016-2017";"Integrating Activities for Advanced Communities"
"891030";"MSCA-IF-2019";"Individual Fellowships"
"859752";"MSCA-ITN-2019";"Innovative Training Networks"
"818521";"ERC-2018-COG";"ERC Consolidator Grant"
"714955";"ERC-2016-STG";"ERC Starting Grant"
"788204";"SwafS-08-2017";"European Community of Practice to support institutional change"
"715300";"ERC-2016-STG";"ERC Starting Grant"
"734381";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"694694";"ERC-ADG-2015";"ERC Advanced Grant"
"737017";"FETOPEN-01-2016-2017";"FET-Open research and innovation actions"
"882673";"ERC-2019-ADG";"ERC Advanced Grant"
"772786";"ERC-2017-COG";"ERC Consolidator Grant"
"951513";"ERC-2020-SyG";"ERC Synergy Grant"
"862151";"ERC-2019-POC";"ERC Proof of Concept Grant"
"692854";"ERC-ADG-2015";"ERC Advanced Grant"
"669609";"ERC-ADG-2014";"ERC Advanced Grant"
"772827";"ERC-2017-COG";"ERC Consolidator Grant"
"757254";"ERC-2017-STG";"ERC Starting Grant"
"725698";"ERC-2016-COG";"ERC Consolidator Grant"
"865375";"ERC-2019-COG";"ERC Consolidator Grant"
"101001677";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"101021272";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"101002172";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"948493";"ERC-2020-STG";"ERC STARTING GRANTS"
"724834";"ERC-2016-COG";"ERC Consolidator Grant"
"759532";"ERC-2017-STG";"ERC Starting Grant"
"949682";"ERC-2020-STG";"ERC STARTING GRANTS"
"641415";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"716290";"ERC-2016-STG";"ERC Starting Grant"
"682387";"ERC-CoG-2015";"ERC Consolidator Grant"
"852787";"ERC-2019-STG";"ERC Starting Grant"
"817799";"ERC-2018-COG";"ERC Consolidator Grant"
"963893";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"947803";"ERC-2020-STG";"ERC STARTING GRANTS"
"757919";"ERC-2017-STG";"ERC Starting Grant"
"957557";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"713643";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"758903";"ERC-2017-STG";"ERC Starting Grant"
"755369";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"899429";"ERC-2019-POC";"ERC Proof of Concept Grant"
"641252";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"670077";"ERC-ADG-2014";"ERC Advanced Grant"
"646612";"ERC-CoG-2014";"ERC Consolidator Grant"
"713551";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"725693";"ERC-2016-COG";"ERC Consolidator Grant"
"101020082";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"813242";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"101020432";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"667255";"ERC-ADG-2014";"ERC Advanced Grant"
"648991";"ERC-CoG-2014";"ERC Consolidator Grant"
"832848";"ERC-2018-ADG";"ERC Advanced Grant"
"648417";"ERC-CoG-2014";"ERC Consolidator Grant"
"647004";"ERC-CoG-2014";"ERC Consolidator Grant"
"715125";"ERC-2016-STG";"ERC Starting Grant"
"899930";"ERC-2019-POC";"ERC Proof of Concept Grant"
"833222";"ERC-2018-ADG";"ERC Advanced Grant"
"948666";"ERC-2020-STG";"ERC STARTING GRANTS"
"695069";"ERC-ADG-2015";"ERC Advanced Grant"
"641187";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"772190";"ERC-2017-COG";"ERC Consolidator Grant"
"647106";"ERC-CoG-2014";"ERC Consolidator Grant"
"771997";"ERC-2017-COG";"ERC Consolidator Grant"
"865971";"ERC-2019-COG";"ERC Consolidator Grant"
"758491";"ERC-2017-STG";"ERC Starting Grant"
"758190";"ERC-2017-STG";"ERC Starting Grant"
"101017697";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"693433";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"865849";"ERC-2019-COG";"ERC Consolidator Grant"
"648179";"ERC-CoG-2014";"ERC Consolidator Grant"
"758732";"ERC-2017-STG";"ERC Starting Grant"
"737627";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"852173";"ERC-2019-STG";"ERC Starting Grant"
"875525";"ERC-2019-POC";"ERC Proof of Concept Grant"
"864202";"ERC-2019-COG";"ERC Consolidator Grant"
"838081";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"646891";"ERC-CoG-2014";"ERC Consolidator Grant"
"695642";"ERC-ADG-2015";"ERC Advanced Grant"
"757672";"ERC-2017-STG";"ERC Starting Grant"
"101002225";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"647989";"ERC-CoG-2014";"ERC Consolidator Grant"
"772346";"ERC-2017-COG";"ERC Consolidator Grant"
"695376";"ERC-ADG-2015";"ERC Advanced Grant"
"726386";"ERC-2016-COG";"ERC Consolidator Grant"
"648039";"ERC-CoG-2014";"ERC Consolidator Grant"
"852016";"ERC-2019-STG";"ERC Starting Grant"
"757381";"ERC-2017-STG";"ERC Starting Grant"
"716216";"ERC-2016-STG";"ERC Starting Grant"
"864035";"ERC-2019-COG";"ERC Consolidator Grant"
"757210";"ERC-2017-STG";"ERC Starting Grant"
"851678";"ERC-2019-STG";"ERC Starting Grant"
"885026";"ERC-2019-ADG";"ERC Advanced Grant"
"817868";"ERC-2018-COG";"ERC Consolidator Grant"
"727726";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"646925";"ERC-CoG-2014";"ERC Consolidator Grant"
"885107";"ERC-2019-ADG";"ERC Advanced Grant"
"834446";"ERC-2018-ADG";"ERC Advanced Grant"
"671262";"ERC-ADG-2014";"ERC Advanced Grant"
"770887";"ERC-2017-COG";"ERC Consolidator Grant"
"641762";"SC5-16-2014";"Making Earth Observation and Monitoring Data usable for ecosystem modelling and services"
"724649";"ERC-2016-COG";"ERC Consolidator Grant"
"714239";"ERC-2016-STG";"ERC Starting Grant"
"715423";"ERC-2016-STG";"ERC Starting Grant"
"866004";"ERC-2019-COG";"ERC Consolidator Grant"
"842790";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"853014";"ERC-2019-STG";"ERC Starting Grant"
"670557";"ERC-ADG-2014";"ERC Advanced Grant"
"772510";"ERC-2017-COG";"ERC Consolidator Grant"
"864012";"ERC-2019-COG";"ERC Consolidator Grant"
"101002463";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"771849";"ERC-2017-COG";"ERC Consolidator Grant"
"851957";"ERC-2019-STG";"ERC Starting Grant"
"771779";"ERC-2017-COG";"ERC Consolidator Grant"
"694289";"ERC-ADG-2015";"ERC Advanced Grant"
"713626";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"855158";"ERC-2019-SyG";"ERC Synergy Grant"
"726206";"ERC-2016-COG";"ERC Consolidator Grant"
"950278";"ERC-2020-STG";"ERC STARTING GRANTS"
"724734";"ERC-2016-COG";"ERC Consolidator Grant"
"759677";"ERC-2017-STG";"ERC Starting Grant"
"812763";"ERC-2018-PoC";"ERC Proof of Concept Grant"
